timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779042992854,2,DELETE Character,404,Not Found,Thread Group 1-2,text,false,,273,213,6,6,http://localhost:3001/character/3,2,0,0
1779042992854,2,PUT Character,200,OK,Thread Group 1-4,text,true,,270,210,6,6,http://localhost:3001/character/2,2,0,0
1779042992854,3,PUT Character,200,OK,Thread Group 1-5,text,true,,270,210,3,3,http://localhost:3001/character/2,3,0,0
1779042992855,2,POST Character,201,Created,Thread Group 1-6,text,true,,276,223,3,3,http://localhost:3001/character,2,0,0
1779042992857,1,DELETE Character,404,Not Found,Thread Group 1-5,text,false,,273,213,4,4,http://localhost:3001/character/3,1,0,0
1779042992857,2,GET Character by ID,200,OK,Thread Group 1-6,text,true,,264,160,4,3,http://localhost:3001/character/1,2,0,0
1779042992856,3,DELETE Character,404,Not Found,Thread Group 1-4,text,false,,273,213,3,3,http://localhost:3001/character/3,3,0,0
1779042992859,0,PUT Character,200,OK,Thread Group 1-6,text,true,,270,210,2,2,http://localhost:3001/character/2,0,0,0
1779042992858,2,GET All Characters,200,OK,Thread Group 1-7,text,true,,778,159,2,2,http://localhost:3001/characters,2,0,0
1779042992860,0,DELETE Character,404,Not Found,Thread Group 1-6,text,false,,273,213,2,2,http://localhost:3001/character/3,0,0,0
1779042992860,0,POST Character,201,Created,Thread Group 1-7,text,true,,276,223,1,1,http://localhost:3001/character,0,0,0
1779042992861,0,GET Character by ID,200,OK,Thread Group 1-7,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042992861,0,PUT Character,200,OK,Thread Group 1-7,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042992862,0,DELETE Character,404,Not Found,Thread Group 1-7,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042992868,1,GET All Characters,200,OK,Thread Group 1-8,text,true,,815,159,1,1,http://localhost:3001/characters,1,0,0
1779042992869,0,POST Character,201,Created,Thread Group 1-8,text,true,,276,223,1,1,http://localhost:3001/character,0,0,0
1779042992869,1,GET Character by ID,200,OK,Thread Group 1-8,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992870,0,PUT Character,200,OK,Thread Group 1-8,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042992871,0,DELETE Character,404,Not Found,Thread Group 1-8,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042992881,1,GET All Characters,200,OK,Thread Group 1-9,text,true,,852,159,1,1,http://localhost:3001/characters,1,0,0
1779042992882,1,POST Character,201,Created,Thread Group 1-9,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992883,0,GET Character by ID,200,OK,Thread Group 1-9,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042992883,1,PUT Character,200,OK,Thread Group 1-9,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992884,1,DELETE Character,404,Not Found,Thread Group 1-9,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992891,1,GET All Characters,200,OK,Thread Group 1-10,text,true,,889,159,1,1,http://localhost:3001/characters,1,0,0
1779042992892,1,POST Character,201,Created,Thread Group 1-10,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992893,1,GET Character by ID,200,OK,Thread Group 1-10,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992894,0,PUT Character,200,OK,Thread Group 1-10,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042992894,1,DELETE Character,404,Not Found,Thread Group 1-10,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992901,2,GET All Characters,200,OK,Thread Group 1-11,text,true,,926,159,1,1,http://localhost:3001/characters,2,0,0
1779042992903,1,POST Character,201,Created,Thread Group 1-11,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992904,1,GET Character by ID,200,OK,Thread Group 1-11,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992905,0,PUT Character,200,OK,Thread Group 1-11,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042992905,1,DELETE Character,404,Not Found,Thread Group 1-11,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992906,2,GET All Characters,200,OK,Thread Group 1-12,text,true,,963,159,1,1,http://localhost:3001/characters,2,0,1
1779042992908,0,POST Character,201,Created,Thread Group 1-12,text,true,,276,223,1,1,http://localhost:3001/character,0,0,0
1779042992909,0,GET Character by ID,200,OK,Thread Group 1-12,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042992909,1,PUT Character,200,OK,Thread Group 1-12,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992910,1,DELETE Character,404,Not Found,Thread Group 1-12,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992922,1,GET All Characters,200,OK,Thread Group 1-13,text,true,,1000,159,1,1,http://localhost:3001/characters,1,0,0
1779042992923,1,POST Character,201,Created,Thread Group 1-13,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992924,1,GET Character by ID,200,OK,Thread Group 1-13,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992925,1,PUT Character,200,OK,Thread Group 1-13,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992926,0,DELETE Character,404,Not Found,Thread Group 1-13,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042992930,1,GET All Characters,200,OK,Thread Group 1-14,text,true,,1037,159,1,1,http://localhost:3001/characters,1,0,0
1779042992932,0,POST Character,201,Created,Thread Group 1-14,text,true,,276,223,1,1,http://localhost:3001/character,0,0,0
1779042992932,1,GET Character by ID,200,OK,Thread Group 1-14,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992933,1,PUT Character,200,OK,Thread Group 1-14,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992934,1,DELETE Character,404,Not Found,Thread Group 1-14,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992941,2,GET All Characters,200,OK,Thread Group 1-15,text,true,,1074,159,1,1,http://localhost:3001/characters,2,0,0
1779042992943,1,POST Character,201,Created,Thread Group 1-15,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992944,0,GET Character by ID,200,OK,Thread Group 1-15,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042992944,1,PUT Character,200,OK,Thread Group 1-15,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992945,1,DELETE Character,404,Not Found,Thread Group 1-15,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992951,2,GET All Characters,200,OK,Thread Group 1-16,text,true,,1111,159,1,1,http://localhost:3001/characters,2,0,1
1779042992953,1,POST Character,201,Created,Thread Group 1-16,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992954,0,GET Character by ID,200,OK,Thread Group 1-16,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042992954,1,PUT Character,200,OK,Thread Group 1-16,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992955,1,DELETE Character,404,Not Found,Thread Group 1-16,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992962,1,GET All Characters,200,OK,Thread Group 1-17,text,true,,1148,159,1,1,http://localhost:3001/characters,1,0,0
1779042992963,1,POST Character,201,Created,Thread Group 1-17,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992964,1,GET Character by ID,200,OK,Thread Group 1-17,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992965,0,PUT Character,200,OK,Thread Group 1-17,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042992965,1,DELETE Character,404,Not Found,Thread Group 1-17,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992971,1,GET All Characters,200,OK,Thread Group 1-18,text,true,,1185,159,1,1,http://localhost:3001/characters,1,0,0
1779042992972,1,POST Character,201,Created,Thread Group 1-18,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992973,1,GET Character by ID,200,OK,Thread Group 1-18,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992974,1,PUT Character,200,OK,Thread Group 1-18,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992975,1,DELETE Character,404,Not Found,Thread Group 1-18,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992981,1,GET All Characters,200,OK,Thread Group 1-19,text,true,,1222,159,1,1,http://localhost:3001/characters,1,0,0
1779042992983,1,POST Character,201,Created,Thread Group 1-19,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992984,1,GET Character by ID,200,OK,Thread Group 1-19,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992985,1,PUT Character,200,OK,Thread Group 1-19,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992986,1,DELETE Character,404,Not Found,Thread Group 1-19,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042992990,2,GET All Characters,200,OK,Thread Group 1-20,text,true,,1260,159,1,1,http://localhost:3001/characters,2,0,0
1779042992992,1,POST Character,201,Created,Thread Group 1-20,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042992993,1,GET Character by ID,200,OK,Thread Group 1-20,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042992994,1,PUT Character,200,OK,Thread Group 1-20,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042992996,1,DELETE Character,404,Not Found,Thread Group 1-20,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993001,2,GET All Characters,200,OK,Thread Group 1-21,text,true,,1297,159,1,1,http://localhost:3001/characters,2,0,0
1779042993003,2,POST Character,201,Created,Thread Group 1-21,text,true,,276,223,1,1,http://localhost:3001/character,2,0,0
1779042993005,0,GET Character by ID,200,OK,Thread Group 1-21,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993006,0,PUT Character,200,OK,Thread Group 1-21,text,true,,270,210,2,2,http://localhost:3001/character/2,0,0,0
1779042993006,1,DELETE Character,404,Not Found,Thread Group 1-21,text,false,,273,213,2,2,http://localhost:3001/character/3,1,0,0
1779042993006,2,GET All Characters,200,OK,Thread Group 1-22,text,true,,1334,159,1,1,http://localhost:3001/characters,2,0,1
1779042993008,1,POST Character,201,Created,Thread Group 1-22,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993009,1,GET Character by ID,200,OK,Thread Group 1-22,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993010,0,PUT Character,200,OK,Thread Group 1-22,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042993010,1,DELETE Character,404,Not Found,Thread Group 1-22,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993021,2,GET All Characters,200,OK,Thread Group 1-23,text,true,,1371,159,1,1,http://localhost:3001/characters,2,0,0
1779042993023,1,POST Character,201,Created,Thread Group 1-23,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993024,0,GET Character by ID,200,OK,Thread Group 1-23,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993024,1,PUT Character,200,OK,Thread Group 1-23,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993025,1,DELETE Character,404,Not Found,Thread Group 1-23,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993031,2,GET All Characters,200,OK,Thread Group 1-24,text,true,,1408,159,1,1,http://localhost:3001/characters,2,0,0
1779042993033,1,POST Character,201,Created,Thread Group 1-24,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993034,1,GET Character by ID,200,OK,Thread Group 1-24,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993035,1,PUT Character,200,OK,Thread Group 1-24,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993036,1,DELETE Character,404,Not Found,Thread Group 1-24,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993041,2,GET All Characters,200,OK,Thread Group 1-25,text,true,,1445,159,1,1,http://localhost:3001/characters,2,0,0
1779042993044,1,POST Character,201,Created,Thread Group 1-25,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993045,1,GET Character by ID,200,OK,Thread Group 1-25,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993046,1,PUT Character,200,OK,Thread Group 1-25,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993047,1,DELETE Character,404,Not Found,Thread Group 1-25,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993050,2,GET All Characters,200,OK,Thread Group 1-26,text,true,,1482,159,1,1,http://localhost:3001/characters,2,0,1
1779042993052,1,POST Character,201,Created,Thread Group 1-26,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993053,1,GET Character by ID,200,OK,Thread Group 1-26,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993054,1,PUT Character,200,OK,Thread Group 1-26,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993055,2,DELETE Character,404,Not Found,Thread Group 1-26,text,false,,273,213,1,1,http://localhost:3001/character/3,2,0,0
1779042993060,2,GET All Characters,200,OK,Thread Group 1-27,text,true,,1519,159,1,1,http://localhost:3001/characters,2,0,0
1779042993062,1,POST Character,201,Created,Thread Group 1-27,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993063,1,GET Character by ID,200,OK,Thread Group 1-27,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993064,1,PUT Character,200,OK,Thread Group 1-27,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993065,1,DELETE Character,404,Not Found,Thread Group 1-27,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993067,1,GET All Characters,200,OK,Thread Group 1-28,text,true,,1556,159,1,1,http://localhost:3001/characters,1,0,0
1779042993068,1,POST Character,201,Created,Thread Group 1-28,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993069,0,GET Character by ID,200,OK,Thread Group 1-28,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993069,1,PUT Character,200,OK,Thread Group 1-28,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993070,1,DELETE Character,404,Not Found,Thread Group 1-28,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993081,2,GET All Characters,200,OK,Thread Group 1-29,text,true,,1593,159,1,1,http://localhost:3001/characters,2,0,0
1779042993083,1,POST Character,201,Created,Thread Group 1-29,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993084,1,GET Character by ID,200,OK,Thread Group 1-29,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993085,1,PUT Character,200,OK,Thread Group 1-29,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993086,1,DELETE Character,404,Not Found,Thread Group 1-29,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993091,2,GET All Characters,200,OK,Thread Group 1-30,text,true,,1630,159,1,1,http://localhost:3001/characters,2,0,0
1779042993093,1,POST Character,201,Created,Thread Group 1-30,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993094,0,GET Character by ID,200,OK,Thread Group 1-30,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993094,1,PUT Character,200,OK,Thread Group 1-30,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993095,1,DELETE Character,404,Not Found,Thread Group 1-30,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993101,2,GET All Characters,200,OK,Thread Group 1-31,text,true,,1667,159,1,1,http://localhost:3001/characters,2,0,0
1779042993103,2,POST Character,201,Created,Thread Group 1-31,text,true,,276,223,1,1,http://localhost:3001/character,2,0,0
1779042993105,1,GET Character by ID,200,OK,Thread Group 1-31,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993106,1,PUT Character,200,OK,Thread Group 1-31,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993107,1,DELETE Character,404,Not Found,Thread Group 1-31,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993110,2,GET All Characters,200,OK,Thread Group 1-32,text,true,,1704,159,1,1,http://localhost:3001/characters,2,0,1
1779042993113,1,POST Character,201,Created,Thread Group 1-32,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993114,1,GET Character by ID,200,OK,Thread Group 1-32,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993115,2,PUT Character,200,OK,Thread Group 1-32,text,true,,270,210,1,1,http://localhost:3001/character/2,2,0,0
1779042993117,1,DELETE Character,404,Not Found,Thread Group 1-32,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993121,1,GET All Characters,200,OK,Thread Group 1-33,text,true,,1741,159,1,1,http://localhost:3001/characters,1,0,0
1779042993123,1,POST Character,201,Created,Thread Group 1-33,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993124,1,GET Character by ID,200,OK,Thread Group 1-33,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993125,1,PUT Character,200,OK,Thread Group 1-33,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993126,1,DELETE Character,404,Not Found,Thread Group 1-33,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993131,7,GET All Characters,200,OK,Thread Group 1-34,text,true,,1778,159,1,1,http://localhost:3001/characters,7,0,0
1779042993138,1,POST Character,201,Created,Thread Group 1-34,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993140,0,GET Character by ID,200,OK,Thread Group 1-34,text,true,,264,160,2,2,http://localhost:3001/character/1,0,0,0
1779042993140,1,PUT Character,200,OK,Thread Group 1-34,text,true,,270,210,2,2,http://localhost:3001/character/2,1,0,0
1779042993140,2,GET All Characters,200,OK,Thread Group 1-35,text,true,,1815,159,2,2,http://localhost:3001/characters,2,0,0
1779042993141,1,DELETE Character,404,Not Found,Thread Group 1-34,text,false,,273,213,2,2,http://localhost:3001/character/3,1,0,0
1779042993142,0,POST Character,201,Created,Thread Group 1-35,text,true,,276,223,1,1,http://localhost:3001/character,0,0,0
1779042993143,0,GET Character by ID,200,OK,Thread Group 1-35,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993143,1,PUT Character,200,OK,Thread Group 1-35,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993144,1,DELETE Character,404,Not Found,Thread Group 1-35,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993151,2,GET All Characters,200,OK,Thread Group 1-36,text,true,,1852,159,1,1,http://localhost:3001/characters,2,0,0
1779042993153,1,POST Character,201,Created,Thread Group 1-36,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993155,0,GET Character by ID,200,OK,Thread Group 1-36,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993155,1,PUT Character,200,OK,Thread Group 1-36,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993156,1,DELETE Character,404,Not Found,Thread Group 1-36,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993161,1,GET All Characters,200,OK,Thread Group 1-37,text,true,,1889,159,1,1,http://localhost:3001/characters,1,0,0
1779042993162,1,POST Character,201,Created,Thread Group 1-37,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993163,1,GET Character by ID,200,OK,Thread Group 1-37,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993164,1,PUT Character,200,OK,Thread Group 1-37,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993165,1,DELETE Character,404,Not Found,Thread Group 1-37,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042993171,2,GET All Characters,200,OK,Thread Group 1-38,text,true,,1926,159,1,1,http://localhost:3001/characters,2,0,0
1779042993173,1,POST Character,201,Created,Thread Group 1-38,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993174,1,GET Character by ID,200,OK,Thread Group 1-38,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993175,1,PUT Character,200,OK,Thread Group 1-38,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993176,0,DELETE Character,404,Not Found,Thread Group 1-38,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042993181,2,GET All Characters,200,OK,Thread Group 1-39,text,true,,1963,159,1,1,http://localhost:3001/characters,2,0,0
1779042993183,2,POST Character,201,Created,Thread Group 1-39,text,true,,276,223,1,1,http://localhost:3001/character,2,0,0
1779042993185,0,GET Character by ID,200,OK,Thread Group 1-39,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993186,1,PUT Character,200,OK,Thread Group 1-39,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993187,1,DELETE Character,404,Not Found,Thread Group 1-39,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993191,2,GET All Characters,200,OK,Thread Group 1-40,text,true,,2000,159,1,1,http://localhost:3001/characters,2,0,1
1779042993193,3,POST Character,201,Created,Thread Group 1-40,text,true,,276,223,1,1,http://localhost:3001/character,3,0,0
1779042993196,0,GET Character by ID,200,OK,Thread Group 1-40,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993196,1,PUT Character,200,OK,Thread Group 1-40,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993197,1,DELETE Character,404,Not Found,Thread Group 1-40,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993200,2,GET All Characters,200,OK,Thread Group 1-41,text,true,,2037,159,1,1,http://localhost:3001/characters,2,0,1
1779042993202,1,POST Character,201,Created,Thread Group 1-41,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993203,1,GET Character by ID,200,OK,Thread Group 1-41,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993204,1,PUT Character,200,OK,Thread Group 1-41,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993205,1,DELETE Character,404,Not Found,Thread Group 1-41,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993206,1,GET All Characters,200,OK,Thread Group 1-42,text,true,,2074,159,1,1,http://localhost:3001/characters,1,0,0
1779042993207,1,POST Character,201,Created,Thread Group 1-42,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993208,1,GET Character by ID,200,OK,Thread Group 1-42,text,true,,264,160,1,1,http://localhost:3001/character/1,1,0,0
1779042993209,0,PUT Character,200,OK,Thread Group 1-42,text,true,,270,210,1,1,http://localhost:3001/character/2,0,0,0
1779042993210,0,DELETE Character,404,Not Found,Thread Group 1-42,text,false,,273,213,1,1,http://localhost:3001/character/3,0,0,0
1779042993220,3,GET All Characters,200,OK,Thread Group 1-43,text,true,,2111,159,1,1,http://localhost:3001/characters,3,0,1
1779042993223,1,POST Character,201,Created,Thread Group 1-43,text,true,,276,223,1,1,http://localhost:3001/character,1,0,0
1779042993224,0,GET Character by ID,200,OK,Thread Group 1-43,text,true,,264,160,1,1,http://localhost:3001/character/1,0,0,0
1779042993224,1,PUT Character,200,OK,Thread Group 1-43,text,true,,270,210,1,1,http://localhost:3001/character/2,1,0,0
1779042993225,2,DELETE Character,404,Not Found,Thread Group 1-43,text,false,,273,213,1,1,http://localhost:3001/character/3,1,0,0
1779042993232,11,GET All Characters,200,OK,Thread Group 1-44,text,true,,2148,159,2,2,http://localhost:3001/characters,11,0,7
1779042993240,4,GET All Characters,200,OK,Thread Group 1-45,text,true,,2148,159,2,2,http://localhost:3001/characters,3,0,1
1779042993243,1,POST Character,201,Created,Thread Group 1-44,text,true,,276,223,2,2,http://localhost:3001/character,1,0,0
1779042993244,1,POST Character,201,Created,Thread Group 1-45,text,true,,276,223,2,2,http://localhost:3001/character,1,0,0
1779042993244,1,GET Character by ID,200,OK,Thread Group 1-44,text,true,,264,160,2,2,http://localhost:3001/character/1,1,0,0
1779042993245,0,GET Character by ID,200,OK,Thread Group 1-45,text,true,,264,160,2,2,http://localhost:3001/character/1,0,0,0
1779042993245,1,PUT Character,200,OK,Thread Group 1-44,text,true,,270,210,2,2,http://localhost:3001/character/2,1,0,0
1779042993246,1,PUT Character,200,OK,Thread Group 1-45,text,true,,270,210,2,2,http://localhost:3001/character/2,1,0,0
1779042993246,1,DELETE Character,404,Not Found,Thread Group 1-44,text,false,,273,213,2,2,http://localhost:3001/character/3,1,0,0
